PassengerId,Surived
892,0.3339729803497028
893,0.33204126901866177
894,0.3383020917419768
895,0.3359142430754101
896,0.33805631502677674
897,0.33722464783145284
898,0.3335070586586654
899,0.36841737509284483
900,0.3325752152765906
901,0.3596065364199694
902,0.33412813227281823
903,0.3763038296672148
904,0.5073832097326854
905,0.3763038296672148
906,0.4582478070784176
907,0.38031261989690057
908,0.3445046742539122
909,0.3325654309210788
910,0.3341961568397097
911,0.3325654309210788
912,0.45411275207046065
913,0.3231207323220597
914,0.3895436934005791
915,0.4587235131249668
916,0.7250908089048327
917,0.34951333243256427
918,0.460121278198079
919,0.3325654309210788
920,0.3867870677155563
921,0.3551179136997755
922,0.3763038296672148
923,0.37295904451185274
924,0.349594030935109
925,0.3543253826080336
926,0.45026889811940213
927,0.3325752152765906
928,0.3344873578966081
929,0.3359142430754101
930,0.33786529015662925
931,0.44734710319490656
932,0.34698966759306016
933,0.37758511431756764
934,0.3340214362055707
935,0.34601891974978377
936,0.4381647185079415
937,0.3341961568397097
938,0.3849233809514067
939,0.333788475360052
940,0.493463799212943
941,0.3446190273372432
942,0.4555105171435729
943,0.3507557126217155
944,0.35358482321574974
945,0.7125755922112601
946,0.3520274458774021
947,0.35968082004826785
948,0.33412813227281823
949,0.3335555145145333
950,0.3532407059608635
951,0.9269650282620425
952,0.33412813227281823
953,0.3471837239773773
954,0.333788475360052
955,0.33373023514867234
956,0.7250908089048327
957,0.3646557873912798
958,0.33408946077246215
959,0.4145094083322816
960,0.3822152111222518
961,0.7125755922112601
962,0.333788475360052
963,0.33412813227281823
964,0.3341961568397097
965,0.38031261989690057
966,0.8084461981044038
967,0.8084461981044038
968,0.3344873578966081
969,0.3624223714597543
970,0.34601891974978377
971,0.333788475360052
972,0.3434305632836772
973,0.8323927093369621
974,0.3763038296672148
975,0.33412813227281823
976,0.3406801560530317
977,0.3494066363653167
978,0.33408946077246215
979,0.3344873578966081
980,0.333788475360052
981,0.35751736848722576
982,0.34811556735945204
983,0.3338467155714317
984,0.4013097618295982
985,0.3344873578966081
986,0.3763038296672148
987,0.3338951714272996
988,0.49942363652384786
989,0.3341961568397097
990,0.3340312205610825
991,0.3344873578966081
992,0.444891462922294
993,0.3763038296672148
994,0.333788475360052
995,0.3338467155714317
996,0.3312060242086987
997,0.36820844028544
998,0.33395341163867925
999,0.333788475360052
1000,0.3360307234981695
1001,0.34601891974978377
1002,0.35078483272740535
1003,0.33385649992694344
1004,0.38953414200591285
1005,0.3327012470940162
1006,0.8323927093369621
1007,0.3494066363653167
1008,0.33073086426261905
1009,0.34607236155132576
1010,0.49101771033499664
1011,0.3763038296672148
1012,0.35242534300154804
1013,0.333788475360052
1014,0.45026889811940213
1015,0.3326236711324585
1016,0.333788475360052
1017,0.3532407059608635
1018,0.3338951714272996
1019,0.3579715354291266
1020,0.34601891974978377
1021,0.3344873578966081
1022,0.3344873578966081
1023,0.3821278508051823
1024,0.355467089565327
1025,0.33073086426261905
1026,0.33412813227281823
1027,0.3340312205610825
1028,0.3325654309210788
1029,0.34601891974978377
1030,0.3344873578966081
1031,0.38375221509888346
1032,0.38375221509888346
1033,0.668786171215943
1034,0.7250908089048327
1035,0.3763038296672148
1036,0.37758511431756764
1037,0.34535638552370695
1038,0.4365533283394886
1039,0.3344873578966081
1040,0.37758511431756764
1041,0.3629673717900353
1042,0.50946028863133
1043,0.33412813227281823
1044,0.3344873578966081
1045,0.3378670182453925
1046,0.3620213855003058
1047,0.3333225536690146
1048,0.8323927093369621
1049,0.3340312205610825
1050,0.37758511431756764
1051,0.34075860833108645
1052,0.3337495708988504
1053,0.3434305632836772
1054,0.3471837239773773
1055,0.33204126901866177
1056,0.34601891974978377
1057,0.3557461174138127
1058,0.43336945246378455
1059,0.36936579627586485
1060,0.38031261989690057
1061,0.3366131256119662
1062,0.3333225536690146
1063,0.3325654309210788
1064,0.34811556735945204
1065,0.3325752152765906
1066,0.3620213855003058
1067,0.3865840527688766
1068,0.40134712056047506
1069,0.444891462922294
1070,0.3799158238302868
1071,0.4668050130510279
1072,0.34601891974978377
1073,0.4668050130510279
1074,0.43943621880278255
1075,0.333788475360052
1076,0.7653970690037049
1077,0.3530077451153448
1078,0.3646557873912798
1079,0.3303581853615583
1080,0.4135432332119895
1081,0.34601891974978377
1082,0.3763038296672148
1083,0.3763038296672148
1084,0.3420756924625988
1085,0.3445046742539122
1086,0.37477571227945594
1087,0.3340312205610825
1088,0.5600758245749798
1089,0.3338467155714317
1090,0.34019489861181623
1091,0.3346329584250573
1092,0.35184294088775125
1093,0.3418940256858385
1094,0.8457781735987755
1095,0.3629673717900353
1096,0.34019489861181623
1097,0.37570209180324
1098,0.333788475360052
1099,0.34019489861181623
1100,0.38031261989690057
1101,0.33412813227281823
1102,0.36820844028544
1103,0.33215774944142107
1104,0.48696023128859744
1105,0.3763038296672148
1106,0.32719985916149125
1107,0.41474236917780033
1108,0.33408946077246215
1109,0.6152420296734553
1110,0.6999592426804244
1111,0.3344873578966081
1112,0.3480184226868708
1113,0.3344873578966081
1114,0.34019489861181623
1115,0.3338951714272996
1116,0.37967197757172416
1117,0.3434305632836772
1118,0.3338951714272996
1119,0.333788475360052
1120,0.35091109750567645
1121,0.34601891974978377
1122,0.4671585594195079
1123,0.37758511431756764
1124,0.33086668043555645
1125,0.33408946077246215
1126,0.48179618822598436
1127,0.3340312205610825
1128,0.4910370460851747
1129,0.3325654309210788
1130,0.339350690811194
1131,0.5636625896756294
1132,0.38031261989690057
1133,0.370234042860448
1134,0.5600758245749798
1135,0.3341087965226402
1136,0.3543253826080336
1137,0.4365533283394886
1138,0.3646557873912798
1139,0.37477571227945594
1140,0.3763038296672148
1141,0.3494066363653167
1142,0.36140183902319045
1143,0.3341961568397097
1144,0.6343759906460669
1145,0.3374576086769715
1146,0.33786529015662925
1147,0.3333225536690146
1148,0.333788475360052
1149,0.3344873578966081
1150,0.34601891974978377
1151,0.3338467155714317
1152,0.35626919695260656
1153,0.3340312205610825
1154,0.35751736848722576
1155,0.3378670182453925
1156,0.34540739753029714
1157,0.33412813227281823
1158,0.3157340098323527
1159,0.3333225536690146
1160,0.3344873578966081
1161,0.3359142430754101
1162,0.49101771033499664
1163,0.333788475360052
1164,0.6343759906460669
1165,0.35184294088775125
1166,0.3325654309210788
1167,0.3763038296672148
1168,0.34019489861181623
1169,0.3763038296672148
1170,0.3646557873912798
1171,0.34019489861181623
1172,0.3359142430754101
1173,0.34075860833108645
1174,0.333788475360052
1175,0.3434305632836772
1176,0.3524534070850319
1177,0.3326236711324585
1178,0.3326236711324585
1179,0.5073832097326854
1180,0.3325752152765906
1181,0.3344873578966081
1182,0.40798650465775804
1183,0.3319247885959024
1184,0.3325752152765906
1185,0.46444334495314377
1186,0.33786529015662925
1187,0.33412813227281823
1188,0.3841603811293502
1189,0.3551179136997755
1190,0.42173119454336133
1191,0.3340312205610825
1192,0.3338467155714317
1193,0.35078483272740535
1194,0.3646557873912798
1195,0.3359142430754101
1196,0.333788475360052
1197,0.36396653906221704
1198,0.5651379562781711
1199,0.3375158488883512
1200,0.48559244610324964
1201,0.3486008248006675
1202,0.3359142430754101
1203,0.3325654309210788
1204,0.33338079388039427
1205,0.333788475360052
1206,0.6317064923172679
1207,0.3337495708988504
1208,0.6570701043731165
1209,0.34019489861181623
1210,0.3340312205610825
1211,0.37295904451185274
1212,0.3338467155714317
1213,0.3325752152765906
1214,0.34601891974978377
1215,0.37758511431756764
1216,0.8080676367304359
1217,0.33215774944142107
1218,0.3799158238302868
1219,0.5002389994831633
1220,0.3763038296672148
1221,0.34601891974978377
1222,0.38249655029176943
1223,0.3849233809514067
1224,0.3325654309210788
1225,0.3443314488296316
1226,0.33412813227281823
1227,0.3763038296672148
1228,0.34601891974978377
1229,0.3288670644579096
1230,0.3891166761707433
1231,0.3325752152765906
1232,0.34019489861181623
1233,0.33339057823590607
1234,0.4135432332119895
1235,1.5092604459915455
1236,0.3420756924625988
1237,0.3335555145145333
1238,0.34601891974978377
1239,0.3325752152765906
1240,0.3471837239773773
1241,0.3646557873912798
1242,0.4633340412186274
1243,0.34019489861181623
1244,0.48696023128859744
1245,0.42270369982890954
1246,0.349594030935109
1247,0.3763038296672148
1248,0.40925461317435013
1249,0.33408946077246215
1250,0.333788475360052
1251,0.3519594213105106
1252,0.4135432332119895
1253,0.38295834723829414
1254,0.3646557873912798
1255,0.3359142430754101
1256,0.444891462922294
1257,0.4135432332119895
1258,0.34941618775998295
1259,0.4081903453975869
1260,0.45411275207046065
1261,0.3480184226868708
1262,0.34252450706700327
1263,0.6290663470550046
1264,0.3157340098323527
1265,0.34601891974978377
1266,0.46444334495314377
1267,0.9269650282620425
1268,0.33147089436921523
1269,0.34252450706700327
1270,0.4322144325917029
1271,0.3620213855003058
1272,0.333788475360052
1273,0.33408946077246215
1274,0.34951333243256427
1275,0.3532407059608635
1276,0.3457277186928854
1277,0.42270369982890954
1278,0.3338467155714317
1279,0.34601891974978377
1280,0.333788475360052
1281,0.34861517053917507
1282,0.5335524003923374
1283,0.4075205829667206
1284,0.35252153212631704
1285,0.34019489861181623
1286,0.35009735809179576
1287,0.4555105171435729
1288,0.3326236711324585
1289,0.4596140970265242
1290,0.3338467155714317
1291,0.3337495708988504
1292,0.6998088681311317
1293,0.3646557873912798
1294,0.45411275207046065
1295,0.42545856807166055
1296,0.38031261989690057
1297,0.3480282070423826
1298,0.34019489861181623
1299,0.6999592426804244
1300,0.33372045079316054
1301,0.34075860833108645
1302,0.333788475360052
1303,0.525398770799183
1304,0.3338467155714317
1305,0.3344873578966081
1306,0.5694283706022173
1307,0.3326236711324585
1308,0.3344873578966081
1309,0.3563516127807548
